-1	61135649154.9207
-0.75	61143224626.8009
-0.5	61152896385.7784
-0.25	61165759063.7118
0	61183207808.2441
0.25	61208673639.543
0.5	61248935936.9785
0.75	61318011300.2716
1	61443656641.5514
1.25	61640005615.8382
1.5	61822622564.2875
1.75	61954569330.3214
2	62047342009.3943
2.25	62110742141.1356
2.5	62157111233.184
2.75	62190939488.2824
3	62208611015.6375
3.25	62213063250.6985
3.5	62213910802.4735
3.75	62214018181.2126
4	62213944464.441
