-1	59498570334.2124
-0.75	59503485333.6978
-0.5	59509862362.8664
-0.25	59518426237.7062
0	59529948722.2593
0.25	59546727814.8666
0.5	59573094592.2242
0.75	59617254658.6634
1	59691196671.2693
1.25	59806543345.5817
1.5	59926058902.9031
1.75	60007168479.8899
2	60059861899.4508
2.25	60097384320.884
2.5	60125892337.9614
2.75	60147496566.9335
3	60158037703.3856
3.25	60160319184.6406
3.5	60160774664.6447
3.75	60160819390.1877
4	60160753697.1741
