-1	61712886952.3289
-0.75	61721343297.7132
-0.5	61732128165.6251
-0.25	61746486772.5326
0	61766110838.5124
0.25	61795044962.2712
0.5	61841691562.9241
0.75	61924982549.1804
1	62075417998.0446
1.25	62282605944.2179
1.5	62502874654.4526
1.75	62657752144.2171
2	62750917278.0603
2.25	62816498757.349
2.5	62867480856.7136
2.75	62906481514.0308
3	62928169007.353
3.25	62934074919.1745
3.5	62935186142
3.75	62935336278.3992
4	62935266767.393
